product_id,title,url,price_azn,old_price_azn,discount_azn,specs
13793,HP 15s-eq2083ur (4H2W0EA) Notebook,https://icomp.az/hp-15s-eq2083ur-4h2w0ea-notebook.html,899.0,1021.0,122.0,Ryzen 7 5700U | 8GB DDR4 | 512 GB NVMe | AMD Graphics | 15.6 FHD IPS | Windows 11 PRO
13786,Asus TUF Gaming A16 FA608PM-RV062 (90NR0MC1-M00450) Gaming Notebook,https://icomp.az/asus-tuf-gaming-a16-fa608pm-rv062-90nr0mc1-m00450-gaming-notebook.html,2599.0,2950.0,351.0,"AMD Ryzen 9 8940HX | 16GB DDR5 | 1 TB SSD | RTX 5060 8GB | 16"" WUXGA IPS 165Hz | Windows 11 PRO"
13785,Asus TUF Gaming A18 FA808UH-S8063 (90NR0NM1-M003D0) Gaming Notebook,https://icomp.az/asus-tuf-gaming-a18-fa808uh-s8063-90nr0nm1-m003d0-gaming-notebook.html,2499.0,2837.0,338.0,"AMD Ryzen 7 260 | 16GB DDR5 | 512GB SSD | RTX 5050 8GB | 18"" WUXGA IPS 144Hz | Windows 11"
13769,Asus VivoBook 15 X1502VA-BQ1283 (90NB10T2-M01TX0) Notebook,https://icomp.az/asus-vivobook-15-x1502za-bq1856-90nb0vx2-m02na0-notebook-copy.html,1049.0,1191.0,142.0,"i5-13420H | DDR4 16 GB | Intel UHD | SSD 512 GB | 15.6"" FHD IPS | FreeDos"
13768,Asus VivoBook X1504VA-BQ591 (90NB13Y2-M00X80) Notebook,https://icomp.az/asus-vivobook-x1504va-bq591-90nb13y2-m00x80-notebook-copy.html,1049.0,1191.0,142.0,Core™ 5 120U | 16GB DDR4 | 512GB SSD | Intel Iris Xᵉ | 15.6 FHD IPS | FreeDOS
13651,HP Pavilion 16-af0002ci (A1WE1EA) Notebook,https://icomp.az/hp-pavilion-16-af0002ci-a1we1ea-notebook.html,1549.0,1759.0,210.0,Ultra 7 155U | 16GB LPDDR5x | 1TB SSD | Intel® Xe | 16' WUXGA IPS | FreeDOS
13728,Asus TUF Gaming A18 FA808UM-S8050 (90NR0NN1-M00310) Gaming Notebook,https://icomp.az/asus-tuf-gaming-a18-fa808um-s8050-90nr0nn1-m00310-gaming-notebook.html,2699.0,3064.0,365.0,"AMD Ryzen 7 260 | 16GB DDR5 | 512GB SSD | RTX 5060 8GB | 18"" WUXGA IPS 144Hz | Windows 11"
13727,Asus ROG Strix G18 G814PM-S9048 (90NR0L28-M002R0) Gaming Notebook,https://icomp.az/asus-rog-strix-g18-g814pm-s9048-90nr0l28-m002r0-gaming-notebook.html,3399.0,3858.0,459.0,"Ryzen 9 8940HX | 16GB DDR5 | 1TB SSD | RTX 5060 8GB | 18"" WQXGA IPS 240Hz | Windows 11"
13712,HP OmniBook 5 Flip 14-fp0023dx (B86Q7UA) Notebook,https://icomp.az/hp-omnibook-5-flip-laptop-b86q7ua.html,1599.0,1815.0,216.0,Core™ Ultra 7 150U | LPDDR5 16GB | 512 GB SSD | 14' WUXGA IPS Touchscreen | Windows 11
13707,Acer Aspire 5 A515-58M-53ES (NX.KQ8EM.001) Notebook,https://icomp.az/acer-aspire-5-a515-58m-53es-nx-kq8em-001-notebook.html,1099.0,1248.0,149.0,"i5-13420H | DDR5 8GB | 512 GB SSD | 15,6' FHD IPS | Intel® UHD | FreeDos"
13652,HP 15-fd1028ci (B5JR1EA) Notebook,https://icomp.az/hp-15-fd1028ci-b5jr1ea-notebook.html,1379.0,1566.0,187.0,"Core™ 5 120U | 8 GB DDR4 | 512GB SSD | Intel® UHD | 15.6"" FHD IPS"
13644,Asus VivoBook 16 X1605VA-MB693 (90NB10N3-M00WE0) Notebook,https://icomp.az/asus-vivobook-16-x1605va-mb693-90nb10n3-m00we0-notebook.html,1235.0,1402.0,167.0,"i5-13500H | 16GB DDR4 | 512GB SSD | Iris Xe | 16.0"" WUXGA"
13636,MSI Raider 18 HX AI A2XWJG-416 Gaming Notebook,https://icomp.az/msi-raider-18-hx-ai-a2xwjg-416-gaming-notebook.html,8999.0,10214.0,1215.0,"Ultra 9 285HX | 64GB DDR5 | 2 TB SSD | RTX 5090 24GB | 18"" QHD+ IPS 240Hz | Windows 11 Home"
13635,Asus ZenBook A14 OLED UX3407QA-QD428W (90NB1502-M00TB0) Notebook,https://icomp.az/asus-zenbook-a14-oled-ux3407qa-qd428w-90nb1502-m00tb0-notebook.html,1999.0,2269.0,270.0,"Snapdragon X X1-26-100 | 16GB LPDDR5X | 512GB SSD | Qualcomm Adreno | 14"" WUXGA OLED | Windows 11 Pro"
13625,Asus ROG Strix SCAR 18 G835LW-SA013 (90NR0LI1-M00140) Gaming Notebook,https://icomp.az/asus-rog-strix-scar-18-g835lw-sa013-90nr0li1-m00140-gaming-notebook.html,6699.0,7604.0,905.0,"Ultra 9 275HX | 32GB DDR5 | 2 TB SSD | RTX 5080 16GB | 18"" WQXGA Mini LED 240Hz | Windows 11 Pro"
13624,HP Victus 15-fb3001nr (BG7Y9UA) Gaming Notebook,https://icomp.az/hp-victus-15-fb3001nr-bg7y9ua-gaming-notebook.html,2599.0,2950.0,351.0,Ryzen AI 7 350 | 16GB DDR5 | SSD 1 TB | RTX 5060 8 GB | 15.6 FHD IPS 144Hz | Windows 11
13623,HP Omen 16 16-an0119nr Slim (BM7B9UA) Gaming Notebook,https://icomp.az/hp-omen-16-16-an0119nr-slim-bm7b9ua-gaming-notebook.html,3699.0,4199.0,500.0,"Ultra 9 285H | 16GB DDR5 | 1 TB SSD | RTX 5070 8GB | 16"" WQXGA IPS 240Hz | Windows 11 Home"
13619,HP Victus 15-fa2013dx (B95WHUA) Gaming Notebook,https://icomp.az/hp-victus-15-fa2013dx-b95whua-gaming-notebook.html,1499.0,1702.0,203.0,i5-13420H | 16GB DDR4 | SSD 512 GB | RTX 3050 6 GB | 15.6 FHD IPS 144Hz | Windows 11
13616,Asus ROG Strix G18 G814FP-S9051 (90NR0L58-M002R0) Gaming Notebook,https://icomp.az/asus-rog-strix-g18-g814fp-s9051-90nr0l58-m002r0-gaming-notebook.html,4199.0,4766.0,567.0,"Ryzen 9 9955HX | 32GB DDR5 | 1TB SSD | RTX 5070 8GB | 18"" WQXGA IPS 240Hz | Windows 11"
13614,Asus ROG Strix G16 G614FP-S5071 (90NR0L47-M003C0) Gaming Notebook,https://icomp.az/asus-rog-strix-g16-g614fp-s5071-90nr0l47-m003c0-gaming-notebook.html,3999.0,4539.0,540.0,"Ryzen 9 9955HX | 32GB DDR5 | 1TB SSD | RTX 5070 8GB | 16"" WQXGA IPS 240Hz | Windows 11"
13613,Asus ROG Strix G16 G615JPR-S5116 (90NR0L91-M004X0) Gaming Notebook,https://icomp.az/asus-rog-strix-g16-g615jpr-s5116-90nr0l91-m004x0-gaming-notebook.html,3999.0,4539.0,540.0,"i9-14900HX | 32GB DDR5 | 1TB SSD | RTX 5070 8GB | 16"" WQXGA IPS 240Hz | Windows 11"
13612,Asus ROG Strix G18 G814PP-S9053 (90NR0KY8-M002T0) Gaming Notebook,https://icomp.az/asus-rog-strix-g18-g814pp-s9053-90nr0ky8-m002t0-gaming-notebook.html,3799.0,4312.0,513.0,"Ryzen 9 8940HX | 32GB DDR5 | 1TB SSD | RTX 5070 8GB | 18"" WQXGA IPS 240Hz | Windows 11"
13518,HP Omen 16-ae0075cl (AM9B3UA) Gaming Notebook,https://icomp.az/hp-omen-16-ae0075cl-am9b3ua-gaming-notebook.html,2799.0,3177.0,378.0,"i7-14700HX | 16GB DDR5 | 1 TB SSD | RTX 4070 8GB | 16"" FHD IPS 144Hz | Windows 11 Home"
13499,Asus Vivobook 16 X1605ZA-MB363 (90NB0ZA3-M00K90) Notebook,https://icomp.az/asus-vivobook-16-x1605za-mb363-90nb0za3-m00k90-notebook.html,1099.0,1248.0,149.0,"i5-12500H | 16GB DDR4 | 512GB SSD | Intel Iris Xe | 16"" WUXGA IPS | Windows 11 Pro"
