product_id,title,url,price_azn,monthly_payment_azn,specs
6854,ASUS X509JB-EJ005 (90NB0QD2-M00870),https://compstore.az/asus-x509jb-ej005-90nb0qd2-m00870.html,1610.0,103.0,Intel® Core™ i5-1035G1 | DDR4 8 GB 2400 MHz | NVIDIA GeFroce MX110 2 GB | 512 GB PCIe® NVMe™ M.2 SSD | FHD 15.6-inch | FreeDos
6844,ASUS VivoBook S433EA-DH51-WH (90NB0RL3-M01180),https://compstore.az/asus-vivobook-s433ea-dh51-wh-90nb0rl3-m01180.html,2013.0,128.0,Intel® Core™ i5-1135G7 | DDR4 8 GB 2666 MHz | Intel Iris Xe Graphics | 512 GB PCIe® NVMe™ M.2 SSD | FHD IPS 14-inch | Windows 10 License
6843,ASUS VivoBook S533EA-DH51-GN (90NB0SF1-M00390),https://compstore.az/asus-vivobook-s533ea-dh51-gn-90nb0sf1-m00390.html,2100.0,134.0,Intel® Core™ i5-1135G7 | DDR4 8 GB 2666 MHz | Intel Iris Xe Graphics | 512 GB PCIe® NVMe™ M.2 SSD | FHD IPS 15.6-inch | Windows 10 License
6813,HP 15-dw3021nia (31Y40EA),https://compstore.az/hp-15dw3021nia-31y40ea.html,1663.0,106.0,Intel® Core™ i5-1135G7 | DDR4 4 GB 2666 MHz | SSD 256 GB NVMe | NVIDIA® GeForce MX150 2GB | HD LED 15.6-inch | FreeDos
6810,HP Pavilion x360 14-dh2075nr Laptop (9VB20UA),https://compstore.az/hp-pavilion-x360-14-dh2075nr-laptop-9vb20ua.html,1838.0,117.0,Intel® Core™ i5-1035G1 | DDR4 8 GB 3200 MHz | SSD 256 GB NVMe | Intel® UHD G1 Graphics | HD LED 14-inch | Windows 10 License
6785,ASUS VivoBook 14 F412DA-NH77 (90NB0M52-M08910),https://compstore.az/asus-vivobook-14-f412da-nh77-90nb0m52-m08910.html,1575.0,101.0,AMD® Ryzen™ 7 3700U | DDR4 8 GB 2666 MHz | SSD 512 GB NVMe PCIe 3.0 | AMD® Radeon® RX Vega 10 | FHD 14-inch | Windows 10
6715,Lenovo Ideapad S145-15IIL (81W8000NRK),https://compstore.az/lenovo-ideapad-s145-15iil-81w8000nrk.html,700.0,45.0,Intel® Core™ i3-1005G1 | DDR4 4 GB 2666 MHz | Intel UHD® G1 Graphics | HDD 1 TB | HD TN 15.6-inch | FreeDos
6420,Acer Aspire 3 A315-34-C59F (NZ.HE3ER.003),https://compstore.az/acer-aspire-3-a315-34-c59f-nzhe3er003.html,699.0,45.0,Intel® Celeron® N4000 | DDR4 SDRAM 4 GB 1600 MHz | Intel UHD 620 Graphics | HDD 500 GB | HD 15.6-inch | FreeDos
6301,ASUS ZenBook 14 Q407IQ-BRSN4 (90NB0R89-M00010),https://compstore.az/asus-zenbook-14-q407iq-brsn4-90nb0r89-m00010.html,1925.0,123.0,AMD Ryzen 5 4500U | DDR4 8 GB 2666 MHz | NVIDIA® GeForce® MX350 2 GB | SSD PCIe  256 GB | FHD 14-inch | Windows 10 License
5626,ASUS VivoBook S532FL-EB71 (90NB0MJ2-M00250),https://compstore.az/asus-vivobook-s532fl-eb71-90nb0mj2-m00250.html,1978.0,126.0,Intel® Core™ i7-8565U | DDR4 8 GB 2666 MHz | NVIDIA GeForce® MX250 2 GB | SSD NVMe 256 GB  | FHD 15.6-inch | no DVD | ScreenPad | Win10
10006,ASUS TUF Gaming F16 FX607VJ-RL006 (90NR0MZ6-M00060) Gaming Laptop,https://compstore.az/asus-tuf-gaming-f16-fx607vj-rl006-90nr0mz6-m00060.html,1542.0,98.0,Intel® Ultra™ 5 210H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX3050 6 GB | SSD 500 GB NVMe | FHD+ IPS 16-inch 144 Hz | Windows 11
9686,ASUS TUF F16 FX608JM-RV002 (90NR0MI1-M002V0) Gaming Laptop,https://compstore.az/asus-tuf-f16-fx608jm-rv002-90nr0mi1-m002v0-gaming-laptop.html,2428.0,155.0,Intel® Core™ i5-13450HX | DDR5 16 GB 5600 MHz | NVIDIA GeForce® RTX5060 8 GB | SSD 512 GB NVMe | FHD 16.0-inch 165Hz | Windows 11
9318,Lenovo Legion 5 16IRX9 (83DG00AGUS) Gaming Laptop,https://compstore.az/lenovo-legion-5-16irx9-83dg00agus-gaming-laptop.html,3500.0,223.0,Intel® Core™ i9-14900HX | DDR5 32 GB 5600 MHz | SSD 1 TB | NVIDIA® GeForce® RTX 4060 8 GB | IPS WQXGA 16-inch 240 Hz | Windows 11
9261,ASUS TUF F17 FX707ZC4-HX097 (90NR0GX1-M006P0) Gaming Laptop,https://compstore.az/asus-tuf-f17-fx707zc4-hx097-90nr0gx1-m006p0-gaming-laptop.html,1698.0,108.0,Intel® Core™ i5-12500H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX3050 4 GB | SSD 512 GB NVMe | FHD IPS 17.3-inch 144 Hz | FreeDos
9248,ASUS ROG Strix G18 G814JV-N5057 (90NR0CM1-M003C0) Gaming Laptop,https://compstore.az/asus-rog-strix-g18-g814jv-n5057-90nr0cm1-m003c0-gaming-laptop.html,3850.0,245.0,Intel® Core™ i9-13980HX | DDR5 16 GB 4800 MHz | NVIDIA GeForce® RTX™ 4060 8 GB GB | SSD 1 TB  | 18-inch WUXGA IPS 165Hz | Windows 11
9247,Acer Predator Helios Neo 16 PHN16-72-99PA (NH.QQXAA.002) Gaming Laptop,https://compstore.az/acer-predator-helios-neo-16-phn16-72-99pa-nhqqxaa002-gaming-laptop.html,2699.0,172.0,Intel® Core™ i9-14900HX | DDR5 16 GB 4800 MHz | NVIDIA GeForce® RTX™ 4060 8 GB GB | SSD 1 TB  | IPS FHD 16-inch 165 Hz | Windows 11
9235,ASUS Vivobook X1503ZA-L1502 (90NB0WY2-M00R90),https://compstore.az/asus-vivobook-x1503za-l1502-90nb0wy2-m00r90.html,1234.0,79.0,Intel® Core™ i3-1220P | DDR4 8 GB 3200 MHz | Intel® Iris Xe Graphics | SSD 512 GB NVMe | FHD OLED 15.6-inch
9234,ASUS Vivobook M3604YA-MB193 (90NB11A1-M007Y0),https://compstore.az/asus-vivobook-m3604ya-mb193-90nb11a1-m007y0.html,,,AMD Ryzen™ 7 7730U | DDR4 16 GB 3200 MHz | AMD Radeon™ Graphics | SSD 512 GB NVMe | WUXGA IPS 16-inch
9223,ASUS TUF FX707VI-LL055 (90NR0FI5-M004J0) Gaming Laptop,https://compstore.az/asus-tuf-fx707vi-ll055-90nr0fi5-m004j0-gaming-laptop.html,2524.0,161.0,Intel® Core™ i7-13620H | DDR5 16 GB 4800 MHz | NVIDIA GeForce® RTX4070 8 GB | SSD 1 TB NVMe | 17.3 WQHD IPS 144Hz | Windows 11
9222,ASUS Vivobook M3704YA-AU088 (90NB1192-M003S0),https://compstore.az/asus-vivobook-m3704ya-au088-90nb1192-m003s0.html,1428.0,91.0,AMD Ryzen™ 7 7730U | DDR4 16 GB 3200 MHz | AMD Radeon™ Graphics | SSD 1 TB NVMe | FHD IPS 17.3-inch
9219,ASUS Vivobook M3604YA-MB106 (90NB11A1-M00440),https://compstore.az/asus-vivobook-m3604ya-mb106-90nb11a1-m00440.html,1444.0,92.0,AMD Ryzen™ 7 7730U | DDR4 16 GB 3200 MHz | AMD Radeon™ Graphics | SSD 512 GB NVMe | WUXGA IPS 16-inch
9218,ASUS Vivobook K3604VA-MB243 (90NB1072-M009X0),https://compstore.az/asus-vivobook-k3604va-mb243-90nb1072-m009x0.html,1259.0,80.0,Intel® Core i5-1335U | DDR4 16 GB 3200 MHz | Intel UHD Graphics | SSD 512 GB NVMe | WUXGA IPS 16-inch
9038,ASUS Zephyrus G14 GA402NU-G14.R74050 (90NR0E51-M00350) Gaming Laptop,https://compstore.az/asus-zephyrus-g14-ga402nu-g14r74050-90nr0e51-m00350-gaming-laptop.html,2298.0,146.0,AMD® Ryzen™ 7 7735HS | DDR5 16 GB 4800 MHz | NVIDIA GeForce® RTX 4050 6 GB | SSD 512 GB NVMe | IPS WQXGA 14-inch 165 Hz | Windows 11
8765,ASUS Zenbook 15 OLED UM3504DA-MA251 (90NB1163-M009F0),https://compstore.az/asus-zenbook-15-oled-um3504da-ma251-90nb1163-m009f0.html,1999.0,127.0,AMD Ryzen 7 7735U | LPDDR5 16 GB 4800 MHz | AMD Radeon Graphics | SSD PCIe 1 TB | 3K 15.6-inch OLED | FreeDos
8746,ASUS Vivobook S 16 Flip OLED TN3604YA-MC064W (90NB1041-M002K0),https://compstore.az/asus-vivobook-s-16-flip-oled-tn3604ya-mc064w-90nb1041-m002k0.html,1750.0,112.0,AMD Ryzen 5 7530U | DDR4 16 GB 3200 MHz | AMD Radeon™ Vega 7 | 512 GB PCIe® NVMe™ M.2 SSD | WUXGA TouchScreen 16-inch | Windows 11
8745,ASUS Vivobook S 16 Flip TN3604YA-MC065 (90NB1041-M002L0),https://compstore.az/asus-vivobook-s-16-flip-tn3604ya-mc065-90nb1041-m002l0.html,1498.0,96.0,AMD Ryzen 5 7530U | DDR4 16 GB 3200 MHz | AMD Radeon 610M Graphics | 512 GB PCIe® NVMe™ M.2 SSD | WUXGA TouchScreen 16-inch | FreeDos
8739,ASUS Vivobook 16X OLED M3604Y-MB106 (90NB11A1-M00440),https://compstore.az/asus-vivobook-16x-oled-m3604y-mb106-90nb11a1-m00440.html,1399.0,89.0,AMD Ryzen™ 7 7730U | DDR4 16 GB 3200 MHz | AMD Radeon™ Graphics | 512 GB PCIe® NVMe™ M.2 SSD | FHD TN 16-inch | FreeDos
8737,Acer Predator Helios NEO 16 (NH.QMAAA.002) Gaming Laptop,https://compstore.az/acer-predator-helios-neo-16-nhqmaaa002-gaming-laptop.html,2198.0,140.0,Intel® Core™ i5-13500HX | LPDDR5 16 GB | NVIDIA GeForce® RTX4050 6 GB | SSD 512 GB NVMe | IPS WUXGA 16-inch | Windows 11
8672,ASUS VivoBook Go 15 E1504FA-BQ089 (90NB0ZR3-M00L20),https://compstore.az/asus-vivobook-go-15-e1504fa-bq089-90nb0zr3-m00l20.html,898.0,58.0,AMD® Ryzen™ 5 7520U | DDR5 8 GB 4800 MHz | AMD Radeon Graphics | 512 GB PCIe® NVMe™ M.2 SSD | FHD IPS 15.6-inch | FreeDos
8654,ASUS ROG Strix G16 G614JV-AS73 (90NR0C61-M00880) Gaming Laptop,https://compstore.az/asus-rog-strix-g16-g614jv-as73-90nr0c61-m00880-gaming-laptop.html,2888.0,184.0,Intel® Core™ i7-13650HX | DDR5 16 GB 4800 MHz | NVIDIA GeForce® RTX4060 8 GB | SSD 512 GB NVMe | IPS WUXGA 16-inch 165 Hz | Windows 11
8600,MSI Cyborg 15 A13VE-218US Gaming Laptop,https://compstore.az/msi-cyborg-15-a13ve-218us-gaming-laptop.html,2004.0,128.0,Intel® Core™ i7-13620H | DDR5 16 GB 5200 MHz | NVIDIA GeForce® RTX4050 6 GB | SSD 512 GB NVMe | IPS FHD 15.6-inch 144 Hz | Windows 11
8598,Lenovo LOQ 15 15IRH8 Gaming Laptop (82XV002LUS),https://compstore.az/lenovo-loq-15-15irh8-gaming-laptop-82xv002lus.html,1899.0,121.0,Intel® Core™ i5-13420H | DDR5 16 GB 5200 MHz | NVIDIA GeForce® RTX 3050 6 GB | SSD 1 TB NVMe | FHD IPS 15.6-inch | Windows 11
8577,ASUS TUF Dash F15 FX517ZR-HN095 (90NR0AV1-M007F0) Gaming Laptop,https://compstore.az/asus-tuf-dash-f15-fx517zr-hn095-90nr0av1-m007f0-gaming-laptop.html,2198.0,140.0,Intel® Core™ i5-12450H | DDR5 16 GB 4800 MHz | NVIDIA GeForce® RTX3070 8 GB | SSD 512 GB NVMe | FHD LED 15.6-inch 144 Hz | FreeDos
8550,ASUS ROG Strix G15 G513RC-HN088 (90NR08A5-M00700) Gaming Laptop,https://compstore.az/asus-rog-strix-g15-g513rc-hn088-90nr08a5-m00700-gaming-laptop.html,,,AMD® Ryzen™ 7 6800H | DDR5 16 GB 4800 MHz | NVIDIA GeForce® RTX3050 4 GB | SSD 512 GB NVMe | FHD IPS 15.6-inch 144 Hz | FreeDos
8544,ASUS VivoBook M1605YA-MB161 (90NB10R2-M006F0),https://compstore.az/asus-vivobook-m1605ya-mb161-90nb10r2-m006f0.html,1399.0,89.0,AMD® Ryzen™ 7 7730U | DDR4 16 GB 3200 MHz | AMD Radeon Graphics | SSD 1 TB PCIe | 16-inch WUXGA IPS | FreeDos
8536,ASUS ROG Strix G17 G713PV-LL045 (90NR0C34-M00670) Gaming Laptop,https://compstore.az/asus-rog-strix-g17-g713pv-ll045-90nr0c34-m00670-gaming-laptop.html,2625.0,167.0,AMD® Ryzen™ 9 7845HX | DDR5 32 GB 4800 MHz | NVIDIA GeForce® RTX4060 8 GB | SSD 1 TB NVMe | WQHD IPS 17.3-inch 240 Hz | FreeDos
8482,ASUS ROG Strix G17 G713PU-LL043 (90NR0C54-M00350) Gaming Laptop,https://compstore.az/asus-rog-strix-g17-g713pu-ll043-90nr0c54-m00350-gaming-laptop.html,2625.0,167.0,AMD® Ryzen™ 9 7845HX | DDR5 16 GB 4800 MHz | NVIDIA GeForce® RTX4050 6 GB | SSD 1 TB NVMe | WQHD IPS 17.3-inch 240 Hz | FreeDos
8416,HP ENVY Laptop X360 15-ed1055wm (389F2UA),https://compstore.az/hp-envy-laptop-15-ed1055wm-389f2ua.html,1540.0,98.0,Intel® Core™ i5-1135G7 | DDR4 8 GB 3200 MHz | Intel® Iris Xe Graphics | 512 GB PCIe® NVMe™ M.2 SSD | IPS FHD 15.6-inch TouchScreen | Windows 10
8379,Lenovo Legion 5 15IAH7H (82RD000XUS) Gaming Laptop,https://compstore.az/lenovo-legion-5-15iah7h-82rd000xus-gaming-laptop.html,2699.0,172.0,AMD® Ryzen™ 7 6800H | DDR5 16 GB 4800 MHz | SSD 2 TB | NVIDIA® GeForce® RTX3060 6 GB | LED FHD 15.6-inch 165 Hz | Windows 11
8365,Acer Predator Helios 300 PH315-55-77SJ (NH.QGPEM.003) Gaming Laptop,https://compstore.az/acer-predator-helios-300-ph315-55-77sj-nhqgpem003-gaming-laptop.html,2699.0,172.0,Intel® Core™ i7-12700H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX3060 6 GB | SSD 512 GB NVMe | IPS FHD 15.6-inch 165 Hz | FreeDos
8364,Lenovo IdeaPad Gaming 3 15IAH7 (82S900H6US),https://compstore.az/lenovo-ideapad-gaming-3-15iah7-82s900h6us.html,1799.0,115.0,Intel® Core™ i5-12500H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX 3050Ti 4 GB | SSD 512 GB NVMe | FHD IPS 15.6-inch 120 Hz | Windows 11
8320,MSI Sword 15 A11UD-1272RO Gaming Laptop,https://compstore.az/msi-sword-15-a11ud-1272ro-gaming-laptop.html,,,Intel® Core™ i7-11800H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX3050Ti 4 GB | SSD 512 GB NVMe | IPS FHD 15.6-inch 144 Hz | Windows 11 License
8308,Acer Nitro 5 AN515-58-93JE (NH.QHYSA.003),https://compstore.az/acer-nitro-5-an515-58-93je-nhqhysa003.html,2949.0,188.0,Intel® Core™ i9-12900H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX 3060 6 GB | SSD 512 GB NVMe | IPS FHD 15.6-inch 165 Hz | Windows 11 License
8307,MSI GL66 11UCK-1274XRO Gaming Laptop,https://compstore.az/msi-gl66-11uck-1274xro-gaming-laptop.html,1598.0,102.0,Intel® Core™ i5-11400H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX3050 4 GB | SSD 512 GB NVMe | IPS FHD 15.6-inch | Windows 11
8277,Acer Nitro 5 AN515-57-79TD (NH.QESAA.005),https://compstore.az/acer-nitro-5-an515-57-79td-nhqesaa005.html,1959.0,125.0,Intel® Core™ i7-11800H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX 3050Ti 4 GB | SSD 512 GB NVMe | IPS FHD 15.6-inch 144 Hz | Windows 11 License
8273,ASUS TUF F17 FX706HC-HX003 (90NR0733-M00530) Gaming Laptop,https://compstore.az/asus-tuf-f17-fx706hc-hx003-90nr0733-m00530-gaming-laptop.html,1999.0,127.0,Intel® Core™ i5-11400H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX3050 4 GB | SSD 512 GB NVMe | FHD IPS 17.3-inch 144 Hz | FreeDos
8241,Lenovo Legion 5 15ACH6 Gaming Laptop (82JW00Q7US),https://compstore.az/lenovo-legion-5-15ach6-gaming-laptop-82jw00q7us.html,1899.0,121.0,AMD Ryzen 5 5600H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX 3050Ti 4 GB | SSD 512 GB NVMe | FHD IPS 15.6-inch | Windows 11
8240,HP Victus 15-fa0031dx Gaming Laptop (68U87UA),https://compstore.az/hp-victus-15-fa0031dx-gaming-laptop-68u87ua.html,1498.0,96.0,Intel® Core™ i5-12450H | DDR4 16 GB 3200 MHz | SSD 512 GB NVMe | NVIDIA® GeForce GTX 1650 4 GB | FHD IPS 15.6-inch 144 Hz | Windows 11
8232,Acer Nitro 5 AN515-58-58NF (NH.QFJAA.001) Gaming Laptop,https://compstore.az/acer-nitro-5-nhqfjaa001-gaming-laptop.html,1999.0,127.0,Intel® Core™ i5-12500H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX 3050 4 GB | SSD 512 GB NVMe | IPS FHD 15.6-inch 144 Hz | Windows 11 License
8229,Lenovo IdeaPad Gaming 3 15IAH7 (82S900S1US),https://compstore.az/lenovo-ideapad-gaming-3-15iah7-82s900s1us.html,2099.0,134.0,Intel® Core™ i7-12700H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX 3050Ti 4 GB | SSD 512 GB NVMe | FHD IPS 15.6-inch 120 Hz | Windows 10
8228,ASUS TUF F17 FX706HCB-ES51 (90NR0734-M007N0) Gaming Laptop,https://compstore.az/asus-tuf-f17-fx706hcb-es51-90nr0734-m007n0-gaming-laptop.html,1999.0,127.0,Intel® Core™ i5-11400H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX3050 4 GB | SSD 512 GB NVMe | FHD IPS 17.3-inch | Windows 11
8215,ASUS TUF Gaming F17 FX707ZM-HX046 (90NR09G1-M002B0) Gaming Laptop,https://compstore.az/asus-tuf-gaming-f17-fx707zm-hx046-90nr09g1-m002b0-gaming-laptop.html,3199.0,204.0,Intel® Core™ i7-12700H | DDR5 16 GB 4800 MHz | NVIDIA GeForce® RTX3060 6 GB | SSD 1 TB NVMe | FHD IPS 17.3-inch 144 Hz | FreeDos
8204,ASUS TUF A17 FA707RC-HX014W (90NR09I1-M000P0) Gaming Laptop,https://compstore.az/asus-tuf-a17-fa707rc-hx014w-90nr09i1-m000p0-gaming-laptop.html,2198.0,140.0,AMD® Ryzen™ 7 6800H | DDR5 16 GB 4800 MHz | NVIDIA GeForce® RTX3050 4 GB | SSD 512 GB NVMe | FHD IPS 17.3-inch 144 Hz | Windows 11
8203,MSI Crosshair 15 B12UGSZ 9S7-158352-657 Gaming Laptop,https://compstore.az/msi-crosshair-15-b12ugsz-9s7-158352-657-gaming-laptop.html,4375.0,278.0,Intel® Core™ i7-12700H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX3070Ti 8 GB | SSD 1 TB NVMe | IPS FHD 15.6-inch 144 Hz | Windows 11
8201,Acer Nitro 5 AN515-57-70U9 (NH.QENSA.006),https://compstore.az/acer-nitro-5-an515-57-70u9-nhqensa006.html,2099.0,134.0,Intel® Core™ i7-11800H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX 3050 4 GB | SSD 512 GB NVMe | IPS FHD 15.6-inch 144 Hz | Windows 11 License
8200,Acer Nitro 5 AN515-58-5046 (NH.QGUAA.001),https://compstore.az/acer-nitro-5-an515-58-5046-nhqguaa001.html,1999.0,128.0,Intel® Core™ i5-12500H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX 3050Ti 4 GB | SSD 512 GB NVMe | IPS FHD 15.6-inch 144 Hz | Windows 11 License
8199,Acer Nitro 5 AN515-55-53E5 (NH.QB0AA.001),https://compstore.az/acer-nitro-5-an515-55-53e5-nhqb0aa001.html,1799.0,115.0,Intel® Core™ i5-10300H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX 3050 4 GB | SSD 256 GB NVMe | IPS FHD 15.6-inch 144 Hz | Windows 10 License
8191,ASUS ROG Strix G15 G513RM-DS71  (90NR0845-M00370) Gaming Laptop,https://compstore.az/asus-rog-strix-g15-g513rm-ds71-ca-90nr0845-m00370-gaming-laptop.html,2699.0,172.0,AMD® Ryzen™ 7 6800H | DDR5 16 GB 4800 MHz | NVIDIA GeForce® RTX3060 6 GB | SSD 1 TB NVMe | FHD IPS 15.6-inch 300 Hz | Windows 11
8182,HP Victus 16-d0039ua Gaming Laptop (5B1Z0EA),https://compstore.az/hp-victus-16-d0039ua-gaming-laptop-5b1z0ea.html,1999.0,127.0,Intel® Core™ i5-11400H | DDR4 16 GB 2933 MHz | SSD 512 GB NVMe | NVIDIA® GeForce RTX 3060 6 GB | FHD IPS 16.1-inch 144 Hz | FreeDos
8169,Lenovo Ideapad 3 15ACH6 Gaming Laptop (82K201XCUS),https://compstore.az/lenovo-ideapad-3-15ach6-gaming-laptop-82k201xcus.html,1873.0,119.0,AMD® Ryzen™ 5 5600H | DDR4 16 GB 3200 MHz | SSD 256 GB NVMe | NVIDIA® GeForce RTX 3050Ti 4 GB | FHD IPS 15.6-inch 120 Hz | Windows 11
8168,Acer Predator Helios 300 PH315-55-70ZV (NH.QH8AA.001) Gaming Laptop,https://compstore.az/acer-predator-helios-300-ph315-55-70zv-nhqh8aa001-gaming-laptop.html,2699.0,172.0,Intel® Core™ i7-12700H | DDR5 16 GB 4800 MHz | NVIDIA GeForce® RTX3060 6 GB | SSD 512 GB NVMe | IPS FHD 15.6-inch 165 Hz | Windows 11
8164,MSI GF66 Katana 11UE-491XPL Gaming Laptop,https://compstore.az/msi-gf66-katana-11ue-491xpl-gaming-laptop.html,2398.0,153.0,Intel® Core™ i7-11800H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX3060 6 GB | SSD 512 GB NVMe | FHD 15.6-inch 144 Hz | FreeDos
8158,Acer Predator Helios 300 PH315-54-91Y3 (NH.QC2SA.007) Gaming Laptop,https://compstore.az/acer-predator-helios-300-ph315-54-91y3-nhqc2sa007-gaming-laptop.html,2998.0,191.0,Intel® Core™ i9-11900H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX3060 6 GB | SSD 512 GB NVMe | IPS FHD 15.6-inch 144 Hz
8151,Lenovo Legion 5 15ITH6H Gaming Laptop (82JH00HYRK),https://compstore.az/lenovo-legion-5-15ith6h-gaming-laptop-82jh00hyrk.html,2599.0,166.0,Intel® Core™ i7-11800H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX3060 6 GB | SSD 1 TB NVMe | FHD IPS 15.6-inch 165 Hz | FreeDos
8131,MSI Sword 15 A12UC-295US Gaming Laptop,https://compstore.az/msi-sword-15-a12uc-295us-gaming-laptop.html,1999.0,127.0,Intel® Core™ i5-12450H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX3050 4 GB | SSD 512 GB NVMe | IPS FHD 15.6-inch 144 Hz | Windows 11 License
8112,Acer Nitro 5 AN515-45-R6XD (NH.QBCAA.007) Gaming Laptop,https://compstore.az/acer-nitro-5-an515-45-r6xd-nhqbcaa007-gaming-laptop.html,1999.0,127.0,AMD® Ryzen 5 5600H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX3060 6 GB | SSD 512 GB NVMe | FHD LED 15.6-inch 144 Hz | Windows 11
8104,ASUS TUF F15 FX506HC-HN006W (90NR0723-M00CV0) Gaming Laptop,https://compstore.az/asus-tuf-f15-fx506hc-hn006w-90nr0723-m00cv0-gaming-laptop.html,1899.0,121.0,Intel® Core™ i5-11400H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX3050Ti 4 GB | SSD 512 GB NVMe | FHD IPS 15.6-inch 144 Hz | Windows 11
8086,Microsoft Surface Pro 8 Laptop (IUR-00001),https://compstore.az/microsoft-surface-pro-8-laptop-iur-00001.html,2499.0,159.0,Intel® Core™ i5-1135G7 | LPDDR4x 16 GB 4266 MHz | Intel Iris Xe Graphics | SSD 128 GB NVMe | IPS QHD 13-inch TouchScreen 120 Hz | Windows 11
8083,Dell Vostro 5502-273597850 Laptop,https://compstore.az/dell-vostro-5502-273597850-laptop.html,1598.0,102.0,Intel® Core™ i7-1165G7 | DDR4 8 GB 3200 MHz | NVIDIA GeForce® MX330 2 GB | SSD 512 GB NVMe | FHD 15.6-inch LED | FreeDos
8067,Dell G15 5511 Ryzen Edition Gaming Laptop,https://compstore.az/dell-g15-5511-ryzen-edition-gaming-laptop.html,2499.0,159.0,AMD® Ryzen™ 7 5800H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX3060 6 GB | SSD 512 GB NVMe  | FHD 15.6-inch LED 165 Hz | Windows 11
8066,Dell G15 5511 Gaming Laptop,https://compstore.az/dell-g15-5511-gaming-laptop2.html,2699.0,172.0,Intel® Core™ i7-11800H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX3060 6 GB | SSD 512 GB NVMe  | FHD 15.6-inch LED 165 Hz | FreeDos
8065,Dell G15 5511 Gaming Laptop,https://compstore.az/dell-g15-5511-gaming-laptop1.html,2100.0,134.0,Intel® Core™ i7-11800H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX3050 4 GB | SSD 512 GB NVMe  | FHD 15.6-inch LED 120 Hz | FreeDos
8047,ASUS TUF DASH FX516PC-HN004W (90NR05U1-M03300) Gaming Laptop,https://compstore.az/asus-tuf-dash-fx516pc-hn004w-90nr05u1-m03300-gaming-laptop.html,2198.0,140.0,Intel® Core™ i7-11370H | DDR4 16 GB 3200 MHz | NVIDIA GeForce® RTX 3050 4 GB | SSD 512 GB NVMe | FHD IPS 15.6-inch 144 Hz | Windows 11
8026,ASUS TUF Dash F15 FX517Z-AS73 (90NR09Q3-M004E0) Gaming Laptop,https://compstore.az/asus-tuf-dash-f15-fx517z-as73-90nr09q3-m004e0-gaming-laptop.html,2666.0,170.0,Intel® Core™ i7-12650H | DDR5 16 GB 4800 MHz | NVIDIA GeForce® RTX3060 6 GB | SSD 512 GB NVMe | FHD IPS 15.6-inch 144 Hz | Windows 11
8012,Dell Vostro 3515-273731624 Laptop,https://compstore.az/dell-vostro-3515-273731624-laptop.html,998.0,64.0,AMD® Ryzen™ 5 3450U | DDR4 8 GB 2933 MHz | Radeon Vega 8® Graphics | SSD 256 GB NVMe | FHD 15.6-inch LED | FreeDos
8011,Lenovo IdeaPad Gaming 3 15IHU6 (82K1015EUS),https://compstore.az/lenovo-ideapad-gaming-3-15ihu6-82k1015eus.html,1698.0,108.0,Intel® Core™ i5-11300H | DDR4 16 GB 3200 MHz | NVIDIA Geforce® RTX3050 4 GB | SSD 256 GB NVMe | FHD IPS 15.6-inch 120 Hz | Windows 11 License
8008,HP Omen 16-b0002TX (492H7PA) Gaming Laptop,https://compstore.az/hp-omen-16-b0002tx-492h7pa-gaming-laptop.html,2099.0,134.0,Intel® Core™ i5-11400H | DDR4 16 GB 2933 | NVIDIA® GeForce® RTX 3050Ti 4 GB GDDR6 | SSD 512 GB PCIe® | 16.1-inch FHD IPS 60 Hz | Windows 10
