product_id,sku,title,brand,url,price_azn,old_price_azn,discount_azn,specs,category,category2,category3
110626,TM-DG-KOT-1114-NB-3097,Notbuk HP 250 G10 (8X9D0ES),,https://mgstore.az/notbuk-hp-250-g10-8x9d0es,999.99,1699.99,700.0,"Prosessor: Intel Core i5 1334U, 0.9 - 4.6 GHz",Notbuklar,Kompüterlər,Notbuk və kompüterlər
107944,TM-DG-KOT-1114-NB-2988,Notbuk MSI Thin 15 B13VE-3008XAZ (9S7-16R831-3008),,https://mgstore.az/notbuk-msi-thin-15-b13ve-3008xaz-9s7-16r831-3008,2049.99,2849.99,800.0,"Prosessor: Intel Core i7 13620H, 3.4 - 4.9 GHz",Notbuklar,Kompüterlər,Notbuk və kompüterlər
117931,TM-DG-KOT-1114-NB-3249,Notbuk Lenovo IdeaPad Slim 3 15AMN8 (82XQ00JPRK),,https://mgstore.az/notbuk-lenovo-ideapad-slim-3-15amn8-82xq00jprk,989.99,1499.99,510.0,"Prosessor: AMD Ryzen 5 7520U, 2.8 - 4.3 GHz",Notbuklar,Kompüterlər,0_INDEFINITE
115648,TM-DG-KOT-1114-NB-3197,Notbuk HUAWEI MateBook D 14 (53014BSB) Space Gray,HUAWEI,https://mgstore.az/notbuk-huawei-matebook-d-14-53014bsb-space-gray,1349.99,1699.99,350.0,"Prosessor: Intel Core i5 13420H, 1.5 - 4.7 GHz",Notbuklar,Kompüterlər,0_INDEFINITE
110106,TM-DG-KOT-1114-NB-3084,Notbuk Lenovo LOQ 15IRX10 (83JE002BRK),,https://mgstore.az/notbuk-lenovo-loq-15irx10-83je002brk,2349.99,3099.99,750.0,"Prosessor: Intel Core i5 13450HX, 1.8 - 4.6 GHz",Notbuklar,Kompüterlər,Notbuk və kompüterlər
110432,TM-DG-KOT-1114-NB-3090,Notbuk Lenovo ThinkPad E14 Gen7 (21T9003WFW),,https://mgstore.az/notbuk-lenovo-thinkpad-e14-gen7-21t9003wfw,1799.99,2399.99,600.0,"Prosessor: Intel Core i5 210H, 2.2 - 4.8 GHz",Notbuklar,Kompüterlər,Notbuk və kompüterlər
109640,TM-DG-KOT-1114-NB-3071,Notbuk Asus TUF A15 FA507NUR-LP044 (90NR0JP5-M002D0),,https://mgstore.az/notbuk-asus-tuf-a15-fa507nur-lp044-90nr0jp5-m002d0,2199.99,2899.99,700.0,"Prosessor: AMD Ryzen 7 7435HS, 3.1 - 4.5 GHz",Notbuklar,Kompüterlər,Notbuk və kompüterlər
105896,TM-DG-KOT-1114-NB-2891,Notbuk Apple MacBook Air 13 M4 Midnight MW123RU/A,,https://mgstore.az/notbuk-apple-macbook-air-13-m4-midnight-mw123ru-a,2499.99,2999.99,500.0,"Prosessor: Apple M4, 4.41 GHz",Notbuklar,Kompüterlər,Notbuk və kompüterlər
117063,TM-DG-KOT-1114-NB-3236,Notbuk Acer Nitro NL16-71G (NH.DAAER.001),,https://mgstore.az/notbuk-acer-nitro-nl16-71g-nh-daaer-001,1549.99,2199.99,650.0,"Prosessor: Intel Core i5 13420H, 2.1 - 4.6 GHz",Notbuklar,Kompüterlər,0_INDEFINITE
107754,TM-DG-KOT-1114-NB-2956,Notbuk Lenovo ThinkBook 14 G8 IRL (21SG008KRT),,https://mgstore.az/notbuk-thinkbook-14-g8-irl-21sg008krt,1549.99,1969.99,420.0,"Prosessor: Intel Core i5 210H, 2.2 - 4.8 GHz",Notbuklar,Kompüterlər,Notbuk və kompüterlər
