product_id,product_code,title,url,price_azn,discounted_price_azn,discount_azn,monthly_payment_azn,installment_months,rating,review_count,quantity,is_online
61268,202653,"Apple MacBook Pro 16.2"" Apple M3 Max (16C CPU/40C GPU), 1TB SSD - Space Black (MUW63RU/A)",https://www.bakuelectronics.az/mehsul/apple-macbook-pro-162-apple-m3-max-16c-cpu40c-gpu-1tb-ssd-space-black-muw63rua-202653,10299.99,9699.99,600.0,1616.66,6,0,0,3,False
61267,202652,"Apple MacBook Pro 16.2 M3 Max (14C CPU/30C GPU), 1TB SSD - Space Black (MRW33RU/A)",https://www.bakuelectronics.az/mehsul/apple-macbook-pro-162-apple-m3-max-14c-cpu30c-gpu-1tb-ssd-space-black-mrw33rua-202652,8999.99,8499.99,500.0,1416.66,6,0,0,7,False
58656,198490,Notbuk HUAWEI MateBook D 16 /i5 13420H/Space Gray/16/512/WIN11 (53013WXA),https://www.bakuelectronics.az/mehsul/notbuk-huawei-matebook-d-16-i5-13420hspace-gray16512win11-53013wxa-198490,2099.99,1599.99,500.0,266.66,6,0,0,1,False
58527,198316,Notbuk TECNO Megabook S1 (S15AM) 16GB/512GB (i5-1240P) Grey (Windows),https://www.bakuelectronics.az/mehsul/notbuk-tecno-megabook-s1-s15am-16gb512gb-i5-1240p-grey-windows-198316,1899.99,1549.99,350.0,258.33,6,0,0,5,False
56118,196258,"Apple MacBook Pro 16 M3 Pro (12C CPU/18C GPU) 36GB, 512GB SSD - Silver (MRW63RU/A)",https://www.bakuelectronics.az/mehsul/apple-macbook-pro-16-m3-pro-12c-cpu18c-gpu-36gb-512gb-ssd-silver-mrw63rua-196258,7499.99,6999.99,500.0,1166.66,6,0,0,1,False
56117,196257,"Apple MacBook Pro 16 M3 Pro (12C CPU/18C GPU) 36GB, 512GB SSD - Space Black (MRW23RU/A)",https://www.bakuelectronics.az/mehsul/16-macbook-prom3-pro-chip-with-12core-cpu-and-18core-gpu-36gb-512gb-ssd-space-black-196257,7499.99,6999.99,500.0,1166.66,6,0,0,4,False
56116,196256,"Apple MacBook Pro 16 M3 Pro (12C CPU/18C GPU) 18GB, 512GB SSD - Space Black (MRW13RU/A)",https://www.bakuelectronics.az/mehsul/apple-macbook-pro-16-m3-pro-12c-cpu18c-gpu-18gb-512gb-ssd-space-black-mrw13rua-196256,6499.99,6049.99,450.0,1008.33,6,0,0,1,False
55648,195265,Notbuk HP i5-1235U/ 15.6 FHD/ 8GB 1D DDR4/512GB PCIe NVMe/Nvidia GeForce MX550 2GB/DOS/ Asteroid Silver (724N5EA),https://www.bakuelectronics.az/mehsul/notbuk-hp-i5-1235u-156-fhd-8gb-1d-ddr4512gb-pcie-nvmenvidia-geforce-mx550-2gbdos-asteroid-silver-724n5ea-195265,1549.99,1399.99,150.0,233.33,6,0,0,1,False
80578,195222,Notbuk HP Pavilion x360 14-ek1002ci/i7-1355U/16GB DDR4/512GB/Intel Iris Xe/Touch/14.0 FHD IPS/No ODD/OST FreeDOS/Silver (7P4D6EA),https://www.bakuelectronics.az/mehsul/notebook-hp-14-ek1002cii7-1355u16gb-ddr4512gbintel-iris-xetouch140-fhd-ipsno-odddossilver-195222,1999.99,1799.99,200.0,300,6,0,0,1,False
53554,195055,Notbuk Acer Swift 3/14 QHD IPS/i7-1260P/16GB/512GB SSD/Win11/Intel Graphics/Win11/ Blue (NX.K7MER.009-N),https://www.bakuelectronics.az/mehsul/notbuk-acer-swift-314-qhd-ipsi7-1260p16gb512gb-ssdwin11intel-graphicswin11-blue-nxk7mer009-n-195055,1899.99,1599.99,300.0,266.66,6,0,0,12,False
86272,192758,Notbuk HP Pavilion/i3-1315U/8GB/512GB/Intel UHD Graphics Integrated/15.6 FHD (7P4E3EA),https://www.bakuelectronics.az/mehsul/notbuk-hp-pavilioni3-1315u8gb512gbintel-uhd-graphics-integrated156-fhd-7p4e3ea-192758,1249.99,999.99,250.0,166.66,6,0,0,1,False
48643,186801,Apple MacBook 16 M2 Pro/12CPU/19GPU/512GB SSD/Silver 2023 (MNWC3RU/A),https://www.bakuelectronics.az/mehsul/apple-macbook-16-m2-pro12cpu19gpu512gb-ssdsilver-2023-mnwc3rua-186801,6399.99,6049.99,350.0,1008.33,6,0,0,3,False
48642,186800,Apple MacBook 16 M2 Pro/12CPU/19GPU/1TB SSD/Silver 2023 (MNWD3RU/A),https://www.bakuelectronics.az/mehsul/apple-macbook-16-m2-pro12cpu19gpu1tb-ssdsilver-2023-mnwd3rua-186800,6929.99,6799.99,130.0,1133.33,6,0,0,1,False
42839,185771,"Apple MacBook 16.2"" M2 Max/12CPU/38GPU/32GB/1TB SSD/Space Grey 2023 (MNWA3RU/A)",https://www.bakuelectronics.az/mehsul/apple-macbook-162-m2-max12cpu38gpu32gb1tb-ssdspace-grey-2023-mnwa3rua-185771,8499.99,7999.99,500.0,1333.33,6,0,0,2,False
42838,185769,"Apple MacBook 16.2"" M2 Pro/12CPU/19GPU/16/512GB SSD/Space Grey 2023 (MNW83RU/A)",https://www.bakuelectronics.az/mehsul/apple-macbook-162-m2-pro12cpu19gpu16512gb-ssdspace-grey-2023-mnw83rua-185769,5599.99,5599.99,,933.33,6,0,0,2,False
23958,167079,"Apple MacBook Air 13"" M1 2020 Space Grey (MGN63RU/A)",https://www.bakuelectronics.az/mehsul/apple-macbook-air-13-m1-2020-space-grey-mgn63rua-167079,1799.99,1499.99,300.0,250,6,0,0,39,False
22856,165724,"Notbuk Asus ZENBOOK 13.3""/I5-8565U/8G/512G/INTEL HD 620 (90NB0L71-M00990)",https://www.bakuelectronics.az/mehsul/notbuk-asus-zenbook-133i5-8565u8g512gintel-hd-620-90nb0l71-m00990-165724,2199.99,1899.99,300.0,316.66,6,0,0,1,False
20648,163153,Notbuk Spin 5 SP513-53N (NX.H62ER.007),https://www.bakuelectronics.az/mehsul/notbuk-spin-5-sp513-53n-nxh62er007-163153,1899.99,1799.99,100.0,300,6,0,0,1,False
17227,159302,Notbuk Acer SWIFT 7 SF714-51T (NX.GUJER.002),https://www.bakuelectronics.az/mehsul/notebook-acer-swift-7-sf714-51t-i7-7y758gbssd-256-gb-win10h-159302,2799.99,2699.99,100.0,450,6,0,0,2,False
