product_id,title,url,price_azn,old_price_azn,discount_azn,labels,specs
60158,ThinkPad E14 G7 (21SX004TFW),https://techbar.az/thinkpad-e14-g7-21sx004tfw,2304.0,2765.0,461.0,Satış,"Lenovo | 14″ WUXGA (1920×1200) IPS | Intel Core 5 210H (8 nüvə, 2.2 GHz) | 16 GB DDR5 | 512 GB SSD | Intel Graphics | 1080p kamera..."
60150,ThinkBook 14 2-in-1 G5 IAU (21SQ002RFW),https://techbar.az/thinkbook-14-2-in-1-g5-iau-21sq002rfw,2079.0,2495.0,416.0,Satış,"Lenovo | 14″ WUXGA Touch IPS (1920×1200) | Intel Core Ultra 5 225U (12 nüvə, 4.8 GHz) | Intel Arc Graphics | 16 GB DDR5 | 512 GB SSD..."
60080,ThinkPad E14 G7 (21SX004UFW),https://techbar.az/thinkpad-e14-g7-21sx004ufw,2004.0,2405.0,401.0,Satış,"Lenovo | 14″ IPS FHD+ (1920×1200) | Intel Core Ultra 5 225U (12 nüvə, 4.8 GHz) | Intel Graphics | 16 GB DDR5 | 512 GB SSD | Thunderbolt..."
59039,Asus  Vivobook S3407CA-LY013 (90NB16J2-M006R0),https://techbar.az/asus-vivobook-s3407ca-ly013-90nb16j2-m006r0,1747.0,2097.0,350.0,Satış,14″ WUXGA (1920×1200) IPS | Intel® Core™ i5-13420H (up to 4.6 GHz) | 16 GB DDR5 RAM | 512 GB PCIe 4.0 SSD | Windows 11 Home | Wi-Fi...
59029,ASUS Vivobook S14 M3407HA-SF077 (90NB16E2-M00560),https://techbar.az/asus-vivobook-s14-m3407ha-sf077-90nb16e2-m00560,1534.0,1841.0,307.0,Satış,14″ WUXGA (1920×1200) IPS | AMD Ryzen™ 7 7730U | 16 GB DDR5 RAM | 512 GB SSD | AMD Radeon™ Graphics | Wi-Fi 6 | 1.4 kq |...
59024,ASUS Vivobook  M3607HA-SH149 (90NB16F1-M00920),https://techbar.az/asus-vivobook-m3607ha-sh149-90nb16f1-m00920,1877.0,2253.0,376.0,Satış,"ASUS Vivobook  | 16"" IPS (1920×1200) 144 Hz | AMD Ryzen™ 7 260 | 32 GB DDR5 RAM | 1 TB PCIe 4.0 SSD | Radeon™ Graphics | Wi-Fi..."
58949,Asus  Vivobook V3607VU-RP148 (90NB15Q1-M00R60),https://techbar.az/asus-vivobook-v3607vu-rp148-90nb15q1-m00r60,2282.0,2739.0,457.0,Satış,"ASUS V16 | Intel Core 5 210H (8 nüvə, up to 4.8 GHz) | NVIDIA GeForce RTX 4050 6GB| 16"" WUXGA IPS | 16 GB DDR5 RAM | 512..."
58875,HP OmniBook 5LaptopAI 16-af1001c (BM0Q2EA),https://techbar.az/hp-omnibook-5laptopai-16-af1001c-bm0q2ea,1831.0,2198.0,367.0,Satış,"HP 16"" Laptop | Intel Ultra 5-225U  16 GB RAM | 512 GB SSD | Intel Graphics | 16"" IPS 1920×1200 | Wi-Fi 6E, Bluetooth 5.3 | 1080p FaceTime..."
58868,ASUS Vivobook S16 S3607CA-SH107 (90NB16I2-M007M0),https://techbar.az/asus-vivobook-s16-s3607ca-sh107-90nb16i2-m007m0,1831.0,2198.0,367.0,Satış,"ASUS VivoBook S16 | FreeDOS | Intel® Core™ Ultra 5 225H | Intel Arc Graphics | 16"" WUXGA OLED | 16 GB DDR5 RAM | 512 GB SSD |..."
58859,HP OmniBook 5 Laptop16-bc1004ci (C16LHEA),https://techbar.az/hp-omnibook-5-laptop16-bc1004ci-c16lhea,1785.0,2142.0,357.0,Satış,HP OmniBook 5 16-bc1004ci | Windows 11 | AMD Ryzen™ 5 8540U (up to 4.9 GHz) | AMD Radeon™ 740M | 8 GB LPDDR5 RAM | 512 GB NVMe...
58797,Asus  VivobookS3407CA-LY014 (90NB16J1-M006T0),https://techbar.az/asus-vivobooks3407ca-ly014-90nb16j1-m006t0,1747.0,2097.0,350.0,Satış,14″ | WUXGA (1920×1200) | IPS panel | 60Hz | Intel® Core™ Ultra 5 225H | Intel® Arc™ 130T Graphics | 16GB DDR5 RAM | 512GB SSD | Wi-Fi...
58792,Asus  Vivobook S3407CA-LY010 (90NB16J1-M006F0),https://techbar.az/asus-vivobook-s3407ca-ly010-90nb16j1-m006f0,2012.0,2415.0,403.0,Satış,"14″ | WUXGA (1920×1200) | IPS panel | 60Hz | Intel Core Ultra 7 255H (20 nüvə, 2.4GHz) | Intel Arc Graphics | 16GB DDR5 RAM | 1TB SSD..."
58786,Asus  Zenbook UX3405CA-QL549 (90NB14W4-M00T90),https://techbar.az/asus-zenbook-ux3405ca-ql549-90nb14w4-m00t90,2120.0,2544.0,424.0,Satış,14″ | Full HD (1920×1080) | IPS / Glossy ekran | 60Hz | Intel Core Ultra 5 225H | İnteqrasiyalı qrafika | 16GB LPDDR5x RAM | 512GB SSD M.2...
58781,Asus  Vivobook S3607VA-RP096 (90NB1671-M007N0),https://techbar.az/asus-vivobook-s3607va-rp096-90nb1671-m007n0,1537.0,1845.0,308.0,Satış,"16″ | 1920×1200 | IPS panel | 144Hz | Intel® Core i5-210H (8 nüvə, 4.8GHz) | Intel Graphics | 16GB DDR5 RAM | 512GB SSD | İnteqrasiyalı qrafika |..."
58696,Asus Vivobook N6506CU-MA053 (90NB15E3-M003F0),https://techbar.az/asus-vivobook-n6506cu-ma053-90nb15e3-m003f0,3345.0,4014.0,669.0,Satış,"15.6″ 3K OLED (2880×1620) 120 Hz ekran | Intel Core Ultra 7 255H (16 nüvə, 5.1 GHz) | GeForce RTX 4050 6 GB | 24 GB DDR5 5600 MHz..."
55170,HP 250RG9 7-150U 15 16GB/512 PC,https://techbar.az/hp-250rg9-7-150u-15-16gb-512-pc,1688.0,2026.0,338.0,Satış,15.6″ Full HD | Intel Core i7-150U | 16GB RAM | 512GB SSD | FreeDOS | AD2Q1ET
55169,HP Laptop AI 14-hc0003ci,https://techbar.az/hp-laptop-ai-14-hc0003ci,1799.0,2159.0,360.0,Satış,"Intel Core Ultra 5 225U | 14"" FHD IPS | 16 GB DDR5 RAM | 1 TB PCIe SSD | Intel Graphics | Windows 11 Home | Copilot+ AI Dəstəyi..."
54877,HP OmniBook 5 NGAI16-ag1011ci (C0EE9EA),https://techbar.az/hp-omnibook-5-ngai16-ag1011ci-c0ee9ea,2371.0,2846.0,475.0,Satış,AMD Ryzen AI 7 350 (50 TOPS) | 16″ 2K OLED Touchscreen | 16 GB LPDDR5x | 1 TB PCIe NVMe SSD | AMD Radeon 860M Graphics | Windows 11 Home...
54867,HP OmniBook 7 Noutbuk 16-az0006ci (C0EF4EA),https://techbar.az/hp-omnibook-7-noutbuk-16-az0006ci-c0ef4ea,2265.0,2718.0,453.0,Satış,Intel Core Ultra 5-225H | 16″ 2K IPS / OLED Touchscreen | 16 GB DDR5 / Onboard RAM | 1 TB PCIe NVMe SSD | Intel Arc 130T Graphics...
54859,HP Laptop AI 15-fd2017ci (C0EE8EA),https://techbar.az/hp-laptop-ai-15-fd2017ci-c0ee8ea,1946.0,2336.0,390.0,Satış,Intel Core Ultra 5 225U | 15.6″ FHD | 16 GB DDR5-5600 | 512 GB NVMe SSD | Intel Graphics | Windows 11 Home | AI-Boost | Natural Silver
54850,HP Laptop AI 15-fd2010ci (C0EE7EA),https://techbar.az/hp-laptop-ai-15-fd2010ci-c0ee7ea,2057.0,2469.0,412.0,Satış,HP Laptop AI 15-fd2010ci | Intel Core i5 | 15.6″ Full HD | 16GB RAM | 512GB SSD | FreeDOS | C0EE7EA
54845,HP OmniBook 5 Laptop16-bc1002ci (C0EF5EA),https://techbar.az/hp-omnibook-5-laptop16-bc1002ci-c0ef5ea,2201.0,2642.0,441.0,Satış,AMD Ryzen AI 7 350 | 16″ 2K Touchscreen | 16 GB LPDDR5x-7500 | 1 TB PCIe NVMe SSD | Radeon 860M Graphics | Copilot+ AI PC | Glacier...
54828,HP OmniBook 5 Flip 14-fp0017ci (BZ1H8EA),https://techbar.az/hp-omnibook-5-flip-14-fp0017ci-bz1h8ea,1890.0,2268.0,378.0,Satış,"Intel Core i5-120U | 14"" WUXGA (1920×1200) IPS Touchscreen | 16 GB LPDDR5 RAM | 512 GB PCIe SSD | Intel Graphics | Windows 11 Home | 360° Flip Dizaynı |..."
54554,Noutbuk Asus VivoBook S E1504FA-BQ090 (90NB16F2-M009C0),https://techbar.az/noutbuk-asus-vivobook-s-e1504fa-bq090-90nb16f2-m009c0,1612.0,1935.0,323.0,Satış,"15.6"" Full HD IPS | 60 Hz | AMD Ryzen 5 220 4.9 GHz | 16 GB DDR5 | 512 GB NVMe SSD | AMD Radeon | Gümüşü | Windows 11 | USB,..."
54555,HP EB6G1iR16 5-220U 16 16GB/512 PC (A37N7ET),https://techbar.az/hp-eb6g1ir16-5-220u-16-16gb-512-pc-a37n7et,2373.0,2848.0,475.0,Satış,"Intel® Core™ Ultra 5-220U | 16"" WUXGA Touchscreen | 16GB LPDDR5x | 512GB SSD | Intel® Arc™ 140v Graphics | Windows 11 Pro | HP Wolf Pro Security"
54544,Noutbuk Asus ZenBook 14X OLED UX5401ZA-KN057 (90NB0WM1-M004W0),https://techbar.az/noutbuk-asus-zenbook-14x-oled-ux5401za-kn057-90nb0wm1-m004w0,1650.0,1980.0,330.0,Satış,"Intel Core i5-12500H | 12 nüvə | 2.5 GHz | Intel Iris Graphics | 16 GB DDR5 | 512 GB SSD | 14"" OLED 2560x1440, 90 Hz, sensor |..."
54524,Noutbuk HP OMEN MAX Gaming (BK9Z2EA),https://techbar.az/noutbuk-hp-omen-max-gaming-bk9z2ea,9111.0,10934.0,1823.0,Satış,"16"" WQXGA (2560×1600) IPS, 240 Hz | Anti-glare, 500 nit, sRGB 100% | Intel Core Ultra 9 275HX | 64 GB DDR5-5600 | 2 TB PCIe Gen4 NVMe SSD..."
53726,ASUS Vivobook X1504VA-BQ2519 (90NB10J1-M03380),https://techbar.az/asus-vivobook-x1504va-bq2519-90nb10j1-m03380-2,999.0,1199.0,200.0,Satış,Intel Core i5-1335U (upto 4.6 GHz) | 15.6″ FHD (1920×1080) IPS panel | 16 GB DDR4-3200 RAM | 512 GB NVMe SSD | Intel Iris Xe qrafikası
48493,Noutbuk HP 15-FD2002CI (BG7H4EA),https://techbar.az/noutbuk-hp-15-fd2002ci-bg7h4ea,1612.0,1935.0,323.0,Satış,15.6″ Full HD (1920×1080) | Intel Core Ultra 5 225U  (4.8 GHz‑ə qədər) | Intel Graphics | 16 GB DDR5 RAM  | 512 GB M.2 SSD | FreeDOS |1.65 kq | Natural Silver
48494,Noutbuk HP AI 15-fd2014ci (BG7H5EA),https://techbar.az/noutbuk-hp-ai-15-fd2014ci-bg7h5ea,1869.0,2243.0,374.0,Satış,"15.6″ Full HD (1920×1080) | Intel Core Ultra 7 255U (5.2 GHz‑ə qədər) | Intel Graphics | 16 GB DDR5 RAM | 512 GB M.2 SSD | FreeDOS | 2× USB Type‑A, 2× Thunderbolt™ 4..."
48492,Noutbuk HP EliteBook 860 G11 (A26SSEA),https://techbar.az/noutbuk-hp-elitebook-860-g11-a26ssea,2782.0,3339.0,557.0,Satış,"16″ WUXGA (1920×1200) | Intel Core Ultra 7 155U (4.8 GHz-ə qədər) | Intel Graphics | 16 GB DDR5 RAM | 512 GB SSD  | FreeDOS | 2× Thunderbolt™ 4 (USB‑C), 2× USB‑A,..."
50620,Noutbuk Lenovo ThinkPad T16 Gen 4 (21QE0066FW),https://techbar.az/noutbuk-lenovo-thinkpad-t16-gen-4-21qe0066fw,2969.0,3563.0,594.0,Satış,"16"" WUXGA(1920 x 1200) IPS | Intel Core Ultra 7 255U | 16 GB DDR5 RAM | 512 GB  SSD | Intel Graphics | FreeDos | 1.76 kq"
50613,Noutbuk Lenovo ThinkPad E16 Gen3 (21SR0048FW),https://techbar.az/noutbuk-lenovo-thinkpad-e16-gen3-21sr0048fw,2002.0,2403.0,401.0,Satış,"16"" WUXGA (1920×1200) | Intel Ultra 5 225U (1.5 - 4.8 GHz) | 16 GB DDR5 RAM | 512 GB SSD | Intel Graphics |  FreeDOS | Wi-Fi 6E..."
50609,Noutbuk HP EliteBook 660 G11 (9Y7D6ET),https://techbar.az/noutbuk-hp-elitebook-660-g11-9y7d6et,2858.0,3430.0,572.0,Satış,"16"" WUXGA IPS | Intel Core Ultra 7 165U | 10 nüvə, 4.9 GHz | Intel Qrafika | 16 GB DDR5 | 512 GB SSD | 300 nit |..."
50608,Noutbuk HP EliteBook 660 G11 (9Y7D5ET),https://techbar.az/noutbuk-hp-elitebook-660-g11-9y7d5et,2501.0,3002.0,501.0,Satış,"16"" WUXGA IPS | Intel Core Ultra 5 135U | 10 nüvə, 4.4 GHz | Intel Qrafika | 16 GB DDR5 | 512 GB SSD | 300 nit |..."
50606,Noutbuk Acer Swift 3 SF314-512 (NX.K7MER.009),https://techbar.az/noutbuk-acer-swift-3-sf314-512-nx-k7mer-009,1715.0,2058.0,343.0,Satış,"14"" FHD (1920×1080) ekran | Intel Core i7-1260P | 16 GB LPDDR4X RAM | 512 GB SSD | Intel Iris Xe qrafika |  Windows 11 Home | Wi-Fi 6..."
50598,Noutbuk HP ProBook 460 G11 (AD1X2ET),https://techbar.az/noutbuk-hp-probook-460-g11-ad1x2et,2334.0,2801.0,467.0,Satış,"16"" WUXGA IPS | Intel Core Ultra 5 125H | 4.5 GHz Turbo | 16 GB DDR5 | 1 TB SSD | NVIDIA GeForce RTX 2050 4GB | Wi-Fi..."
50596,Noutbuk HP ProBook 4 G1i 14 inch (AD2M3ET),https://techbar.az/noutbuk-hp-probook-4-g1i-14-inch-ad2m3et,2077.0,2493.0,416.0,Satış,"14"" WUXGA IPS | Intel Core Ultra 7 255U  (up to 5.2 GHz) | 16 GB DDR5 RAM | 512 GB PCIe NVMe SSD  |  Intel inteqrasiya olunmuş qrafika..."
50595,Noutbuk HP EliteBook 6 G1i 14 inch (A37PHET),https://techbar.az/noutbuk-hp-elitebook-6-g1i-14-inch-a37phet,1995.0,2394.0,399.0,Satış,"14"" WUXGA IPS, 300 nits | Intel Core Ultra 5 225U, 4.8 GHz | 16 GB DDR5 5600 MHz | 512 GB PCIe NVMe SSD | Wi-Fi 7, Bluetooth..."
50592,Noutbuk HP ProBook 440 14 inch G10 (A38G9ET),https://techbar.az/noutbuk-hp-probook-440-14-inch-g10-a38g9et,1860.0,2232.0,372.0,Satış,"14"" FHD IPS | Intel Core i7-1355U | 16 GB DDR4 | 512 GB SSD | Intel Iris Xe | 60 Hz | HD kamera | İşıqlandırılan klaviatura |..."
50591,Noutbuk HP ProBook 4 G1i 14 inch Notebook AI PC (AD2M0ET),https://techbar.az/noutbuk-hp-probook-4-g1i-14-inch-notebook-ai-pc-ad2m0et,1841.0,2210.0,369.0,Satış,"14"" WUXGA (1920x1200) IPS Antiblik | Intel Core Ultra 5 225U | 16 GB DDR5 | 512 GB SSD | Intel Arc Graphics | 60 Hz | 1.39 kq..."
50584,Noutbuk Acer Swift 3 SF314-512 (NX.K7MER.006),https://techbar.az/noutbuk-acer-swift-3-sf314-512-nx-k7mer-006,1524.0,1829.0,305.0,Satış,"14"" FHD IPS | Intel Core i5-1240P | 16 GB DDR4 | 512 GB | Intel UHD Graphics |  Windows 11 Home | HDMI, USB 3.2 Gen 1, LAN,..."
50519,HP EliteBook 8 G1i 16 (AD2Y9ET),https://techbar.az/hp-elitebook-8-g1i-16-ad2y9et,2978.0,3574.0,596.0,Satış,"16"" (40.6 cm) | 1920 x 1200 (WUXGA) |  IPS | RAM: 16 GB DDR5 | Intel Core Ultra 7 255U| Intel inteqrasiya olunmuş| 512 GB SSD |Windows 11 Pro"
50487,HP EliteBook 8 G1i 14(A37MLET),https://techbar.az/hp-elitebook-8-g1i-14a37mlet,2959.0,3551.0,592.0,Satış,"14"" WUXGA IPS ekran | 32 GB DDR5 | 1 TB SSD | 5.2 GHz | 1.39 kq | Wi-Fi 7 | 5 MP kamera | Thunderbolt 4 |..."
50463,Noutbuk Dell Pro 16 Plus (210-BPCM),https://techbar.az/noutbuk-dell-pro-16-plus-210-bpcm,2873.0,3448.0,575.0,Satış,"16"" FHD+ (1920x1200) IPS ekran | Intel Core Ultra 7 265U | 16 GB DDR5 RAM | 512 GB SSD | İnteqrə olunmuş Intel qrafika | FreeDOS | Wi-Fi..."
50453,Noutbuk Dell Pro 14 (210-BPBR),https://techbar.az/noutbuk-dell-pro-14-210-bpbr,1641.0,1970.0,329.0,Satış,"14"" WUXGA (1920×1200) IPS ekran | Intel Core 5 220U| 16 GB RAM | 512 GB SSD | Intel Graphics videokart | Ubuntu  | Optik sürücü yoxdur |  1.4..."
48799,Noutbuk Asus V16 V3607VH-RP055 (90NB16L1-M00500),https://techbar.az/noutbuk-asus-v16-v3607vh-rp055-90nb16l1-m00500,2444.0,2933.0,489.0,Satış,"16"" IPS, 1920x1200, 144 Hz | Intel Core 5 210H (8 nüvə, 4.8 GHz) | 16 GB DDR5 RAM | 1 TB SSD | NVIDIA GeForce RTX 5050 8 GB | FreeDOS | 1.95 kq..."
48533,ASUS ZENBOOK S16 UM5606RK282W (90NB13M2-M00H40),https://techbar.az/asus-zenbook-s16-um5606rk282w-90nb13m2-m00h40,3871.0,4646.0,775.0,Satış,"16"" 2880×1800 | OLED | 120 Hz | AMD Ryzen AI 9 365 | 10 nüvə | 5.0 GHz | 24 GB LPDDR5X | 1 TB SSD | AMD..."
48532,ASUS ZENBOOK S16 UM5606WA-RK252W (90NB13M2-M00DV0),https://techbar.az/asus-zenbook-s16-um5606wa-rk252w-90nb13m2-m00dv0,3871.0,4646.0,775.0,Satış,"16"" 2880×1800 | OLED | 120 Hz | AMD Ryzen AI 9 365 | 10 nüvə | 5.0 GHz | 24 GB LPDDR5X | 1 TB SSD | AMD..."
48480,Noutbuk Lenovo ThinkBook 16 G8 IRL ( 21SH009GRT ),https://techbar.az/noutbuk-lenovo-thinkbook-16-g8-irl-21sh009grt,1883.0,2260.0,377.0,Satış,"16"" WUXGA (1920 x 1200) | FreeDOS | Intel Core 7 | 240H  | 16GB | DDR5 | 512 GB SSD | Intel Graphics"
48481,Noutbuk Lenovo ThinkPad X9-14 G1 ( 21QA001FRT ),https://techbar.az/noutbuk-lenovo-thinkpad-x9-14-g1-21qa001frt,4748.0,5698.0,950.0,Satış,"14"" 2.8K (2880×1800) OLED, | Intel Core Ultra 7 258V  | 32GB LPDDR5x RAM | 1TB SSD | Intel Arc Graphics 140V | Windows 11 Pro | Boz"
48478,Noutbuk HP EliteBook Ultra G1i 14″ (B66TCAT),https://techbar.az/noutbuk-hp-elitebook-ultra-g1i-14-b66tcat,3999.0,4799.0,800.0,Satış,"14"" 2.8K (2880×1800) OLED | Intel Core Ultra 7 258V  | Intel Arc Graphics | 32GB RAM | 1TB SSD  | 1.18 kq |"
48477,Noutbuk HP EliteBook X G1i (B69DRET),https://techbar.az/noutbuk-hp-elitebook-x-g1i-b69dret,3774.0,4529.0,755.0,Satış,"14"" WUXGA (1920×1200), 400 nits | Intel Core Ultra 7 256V (4.8 GHz) | Intel Arc Graphics | 16 GB DDR5 RAM | 512 GB SSD | FreeDOS |..."
48476,Noutbuk HP EliteBook x360 830 G11 (8A4U9EA),https://techbar.az/noutbuk-hp-elitebook-x360-830-g11-8a4u9ea,2650.0,3180.0,530.0,Satış,"13.3"" FHD (1920x1080) | Intel Core Ultra 5 125U | Intel Iris Xe | 16 GB DDR4 RAM | 512 GB e SSD | gümüşü"
48473,Noutbuk HP ProBook 4 G1i (AD2L5ET),https://techbar.az/noutbuk-hp-probook-4-g1i-ad2l5et,2098.0,2518.0,420.0,Satış,16″ WUXGA (1920×1200) | Intel Core Ultra 7 255U | Intel Graphics | 16 GB DDR5 RAM | 512 GB PCIe NVMe SSD | 1.74 kq | FreeDOS.
48414,Noutbuk Asus Zenbook UX3407QA-QD428W (90NB1502-M00TB0),https://techbar.az/asus-zenbook-ux3407qa-qd428w-90nb1502-m00tb0,2516.0,3020.0,504.0,Satış,"14″ WUXGA (1920×1200) LED ekran | Snapdragon X X1 26 100 (2.97 GHz‑ə qədər) | Qualcomm Adreno | 16 GB LPDDR5X RAM | 512 GB PCIe NVMe SSD | Wi‑Fi 6E, Bluetooth 5.3 | 2×..."
44657,HP EliteBook 660 16 inch G11 Notebook PC ( A37W0ET ),https://techbar.az/hp-elitbook-eb660-g11-u5-135h-16gb-512-pc,2742.0,3291.0,549.0,Satış,16'' 1920 × 1200 | IPS |Intel Core Ultra 5 135H | 16 GB DDR5 | 512 GB SSD  | Intel Graphics |
44637,HP OmniBook 5 AI 16-AF1013Cİ (BK9Y8EA),https://techbar.az/hp-omnibook-5laptopai-16-af1013ci,2169.0,2603.0,434.0,Satış,"16"" | 2K (300nits, IPS) | Intel Core Ultra 7 255U | 16GB DDR5 RAM | 1TB SSD | Intel Iris Xe Graphics | FreeDOS"
44609,Noutbuk HP 250R G10 5-120U (AD1U0ET),https://techbar.az/hp-250r-g10-5-120u-15-16gb-512pc,1846.0,2216.0,370.0,Satış,"15.6"" Full HD (1920 × 1080), anti-glare, 250 nit | Intel® Core™ i5-120U (10 nüvə, 12 axın, 1.1–5.0 GHz) | 16 GB DDR4-3200 MHz | 512 GB PCIe NVMe..."
44486,Noutbuk Lenovo IP Slim 3 15IRU8 (82X700D6RK),https://techbar.az/laptop-lenovo-ip-slim-3-15iru8-15-6-fhd-1920x1080-ips-i3-1315u-8gb-512,977.0,1173.0,196.0,Satış,"15.6"" FHD (1920x1080), IPS | Intel Core i3-1315U | 8GB LPDDR5 4800MHz RAM | 512GB SSD | Intel UHD Graphics | FreeDos | Arctic Grey | 1.62 kq"
44483,Lenovo Noutbuk ThinkBook 16 G8 IRL ( 21SH008ART ),https://techbar.az/laptop-lenovo-thinkbook-16-g8-irl-16-wuxga-1920x1200-ips-u5-210h-16gb,1698.0,2038.0,340.0,Satış,"16"" WUXGA (1920×1200), 60 Hz | Intel Core i5-210H | 16GB DDR5 RAM | 512GB SSD | Daxili Intel Graphics | FreeDOS | 1.7 kq | Arctic Grey"
44481,Noutbuk Lenovo ThinkBook 14 G8 IRL (21SG008LRT),https://techbar.az/laptop-lenovo-thinkbook-14-g8-irl-14-wuxga-1920x1200-ips-u7-240h-16gb,1898.0,2278.0,380.0,Satış,"14""(1920x1200), IPS | Intel Core 7 240H | 16GB DDR5 5600MHz RAM | 512GB SSD | Intel Graphics | FreeDos | Arctic Grey | 1.36 kq"
44479,Noutbuk Lenovo ThinkPad T16 Gen3 (21MN00BLFW),https://techbar.az/laptop-lenovo-thinkpad-t16-gen3-16-wuxga-ips-u7-155u-16gb-512gb-ssd-in,2789.0,3347.0,558.0,Satış,16″ WUXGA (1920×1200) IPS | Intel Core Ultra 7‑155U | 16 GB DDR5‑5600 MHz | 512 GB PCIe 4.0 NVMe SSD | Intel Graphics | FreeDOS | 1.66 kg | Black
44474,Lenovo ThinkPad T14s Gen 5 (21LS0035RT),https://techbar.az/laptop-lenovo-thinkpad-t14s-gen-5-14-wuxga-1920x1200-ips-u7-155u-32gb,3622.0,4346.0,724.0,Satış,"14″ WUXGA (1920×1200), IPS | Intel Ultra 7‑155U | 32 GB DDR5 | 1 TB SSD | Intel Graphics | Windows 11 | 1.25 kg | Qara"
44468,Lenovo Noutbuk LOQ 15IRX9/ 15.6″ (83DV014PRK),https://techbar.az/laptop-lenovo-loq-15irx9-15-6-fhd-1920x1080-ips-300-nits-i7-13650hx-32,2249.0,2699.0,450.0,Satış,"15.6"" FHD IPS | i7-13650HX (4.9 GHz, 14 nüvə) | 16 GB DDR5 | 512 GB SSD | RTX 4050 (6 GB) | 144 Hz, 100% sRGB | USB-C,..."
41136,Noutbuk HP EliteBook Ultra 14 (A26TLEA),https://techbar.az/hp-elitebook-ultra-14,3840.0,4608.0,768.0,Satış,"14"" 2.2K IPS Touch | Qualcomm Snapdragon X Elite X1E-78-100 (12 nüvəli, 3.4 GHz-ə qədər) | 16GB LPDDR5x | 1TB PCIe Gen4 SSD | Qualcomm Adreno X1-85 GPU |..."
41111,Noutbuk HP ZBook Fury G11 (62X55EA),https://techbar.az/hp-zbook-fury-g11,8915.0,10698.0,1783.0,Satış,"16"" WQXGA IPS 120Hz | Intel Core i9-14900HX (24 nüvəli, 5.8 GHz-ə qədər) | 64GB DDR5 5600 MHz | 1TB PCIe Gen4 SSD | NVIDIA RTX 3500 Ada 12GB..."
41108,Noutbuk Zbook Power 16 G11 (8T0U1EA),https://techbar.az/zbook-power-16-g11-2,4121.0,4946.0,825.0,Satış,"16"" WUXGA IPS | Intel Core Ultra 7 155H | 32GB DDR5 5600 MHz | 1TB PCIe NVMe SSD | NVIDIA RTX 500 Ada 4GB GDDR6 | Windows 11..."
41106,Noutbuk Zbook Power 16 G11 (8T0U4EA),https://techbar.az/zbook-power-16-g11,4804.0,5765.0,961.0,Satış,"16"" WUXGA IPS 400 nits | Intel Core Ultra 7 155H | 32GB DDR5 5600 MHz | 1TB PCIe NVMe SSD | NVIDIA RTX A1000 Ada 6GB GDDR6 |..."
41082,Noutbuk HP OmniBook 5 16-af1011ci (BG7H8EA),https://techbar.az/hp-omnibook-5-4,2117.0,2541.0,424.0,Satış,"16"" WUXGA IPS 300 nits | Intel Core Ultra 7 255U | 24GB LPDDR5x 7467 MHz | 512GB PCIe SSD | Intel Graphics | FreeDOS | Wi-Fi 6 +..."
41064,Noutbuk HP ProBook 460 G11 (A23BCEA),https://techbar.az/hp-probook-460-g11-3,2098.0,2518.0,420.0,Satış,"16"" WUXGA IPS 400 nits | Intel Core Ultra 7 155U | 16GB DDR5 5600 MHz | 512GB PCIe NVMe SSD | Intel Arc Graphics | FreeDOS | Wi-Fi..."
41062,Noutbuk HP ProBook 460 G11 (A23BKEA),https://techbar.az/hp-pb460g11-u5-125u-16-16gb-512-pc,1850.0,2220.0,370.0,Satış,"16″ WUXGA IPS, mat | Intel® Core™ Ultra 5 125U | 16 GB DDR5 | 512 GB SSD |  Intel qrafika | FreeDOS | Wi-Fi 6E, Bluetooth 5.3 |..."
41060,Noutbuk HP ProBook 460 G11 (A23BGEA),https://techbar.az/hp-probook-460-g11,1678.0,2014.0,336.0,Satış,"16"" WUXGA IPS 300 nits | Intel Core Ultra 5 125U | 8GB DDR5 5600 MHz | 512GB PCIe SSD | Intel Graphics | FreeDOS | Wi-Fi 6E +..."
40199,Noutbuk Dell Latitude 5540 (N021L554015EMEA_VP_UBU),https://techbar.az/dell-latitude-5540-core-i7-1355u-16gb-512gb-ssd-15-6-fhd-integrated-fg,2587.0,3105.0,518.0,Satış,"15.6"" FHD IPS 250 nits | Intel Core i7-1355U | 16GB DDR4 3200 MHz | 512GB PCIe SSD | Intel Iris Xe | Ubuntu 22.04 LTS | Wi-Fi 6E..."
38237,Noutbuk Lenovo Yoga 9 2-in-1 14IMH9/ 14″ (83AC005ERK),https://techbar.az/laptop-lenovo-yoga-9-2-in-1-14imh9-14-4k-3840x2400-oled-m-touch-ultra,3812.0,4574.0,762.0,Satış,"14"" 4K OLED 60Hz | Intel Core Ultra 7 155H | 32GB LPDDR5x 7467 MHz | 1TB PCIe SSD | Intel Arc Graphics | Windows 11 Home | Wi-Fi..."
38088,Noutbuk Lenovo ThinkPad T14 G5/ 14″ (21MMSD6N-RT),https://techbar.az/laptop-lenovo-thinkpad-t14-g5-14-wuxga-1920x1200-ips-u5-125u-16gb-512g,2668.0,3202.0,534.0,Satış,"14"" WUXGA IPS 300 nits | Intel Core Ultra 5 125U | 16GB DDR5 5600 MHz | 512GB PCIe 4.0 SSD | Intel Arc Graphics | Windows 11 Pro..."
